,text_surronding,Gender
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7140,: « Je sens que je suis … » –,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7146,suis … » – Ici je suis juge et partie,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7156,. Comment ici me tromperais - je ? Je pense,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7159,me tromperais - je ? Je pense donc que je,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7163,? Je pense donc que je suis – Je pense,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7166,donc que je suis – Je pense que je suis,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7169,suis – Je pense que je suis donc je suis,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7172,pense que je suis donc je suis . – Car,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7177,je suis . – Car je ne puis penser qu',male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7189,chose – Ex . : Je pense que Dieu est,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7195,pense que Dieu est ou Je pense que les angles,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7210,"à deux droits , donc je suis . – Alors",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7230,… donc cela est – je reste dans le neutre,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7236,reste dans le neutre . Je pense : donc je,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7240,. Je pense : donc je suis . Tout aussi,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7247,". Tout aussi bien : je souffre , je respire",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7250,"bien : je souffre , je respire , je sens",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7253,"souffre , je respire , je sens : donc je",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7257,", je sens : donc je suis . Car si",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7281,penser . Mais tant que je ne fais que sentir,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7287,"ne fais que sentir , je suis sans penser que",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7292,je suis sans penser que je suis . Par cet,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7299,. Par cet acte pensant je prends conscience de mon,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7303,pensant je prends conscience de mon être ; mais du,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7311,"mais du même coup , je cesse d' être simplement",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7317,cesse d' être simplement : je suis pensant . Je,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7321,: je suis pensant . Je pense donc je suis,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7324,pensant . Je pense donc je suis équivaut à :,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7329,je suis équivaut à : je pense que je suis,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7332,à : je pense que je suis et ce donc,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7360,"deux plateaux que ce que j' y ai mis ,",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7379,. X = X . J' ai beau retourner les,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7409,et le désir d' aller me promener . * Certains,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7452,"Mais avant d' agir , j' ai besoin de savoir",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7458,ai besoin de savoir pourquoi je suis sur cette terre,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7477,", car dès lors il m' est indispensable qu' il",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7482,m' est indispensable qu' il m' aperçoive ; j' ai,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7485,qu' il m' aperçoive ; j' ai besoin d' abord,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7572,? Mais cette information ne m' écarte pas moins de,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7614,"confondre avec elle – , je veux bien appeler religieux",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7619,je veux bien appeler religieux mon étonnement devant cela .,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7628,. Sur cette terre tout m' étonne . Appelons adoration,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7633,"m' étonne . Appelons adoration ma stupeur , j' y",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7636,"Appelons adoration ma stupeur , j' y consens . La",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7646,belle avance ! Non seulement je ne puis voir votre,male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7660,"; mais au contraire , je vois , je découvre",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7663,"contraire , je vois , je découvre partout qu' il",male
Gide-Andre_Les-nouvelles-nourritures_<m'-230>_7680,n' y est pas . Je suis prêt à appeler,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9003,sans l' autre . Dieu me tient ; je le,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9006,. Dieu me tient ; je le tiens ; nous,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9018,"Mais en pensant ceci , je ne fais qu' un",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9028,avec la création entière ; je me fonds et m',male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9047,"Dieu , passe encore , me dit cette charmante enfant",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9057,". Ah ! tenez , je vous l' abandonne ;",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9063,vous l' abandonne ; car je sens qu' avec vous,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9097,retrouvera toujours les siens . Vous êtes de ceux -,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9105,"ceux - ci , que vous le vouliez ou non",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9113,ou non . Le curé me le redisait encore hier,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9120,redisait encore hier : Dieu vous sauvera malgré vous .,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9123,: Dieu vous sauvera malgré vous . Car vous êtes,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9126,sauvera malgré vous . Car vous êtes bon . Mais,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9134,. Mais alors comment pouvez - vous dire que vous,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9138,pouvez - vous dire que vous n' aimez pas le,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9148,Bon Dieu ? Si seulement vous n' étiez pas si,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9155,"étiez pas si têtu , vous auriez vite fait de",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9162,vite fait de reconnaître que votre propre bonté fait partie,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9175,et que tout ce que vous avez en vous de,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9178,ce que vous avez en vous de bon vient de,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9193,de la Sainte Vierge que je suis venue vous parler,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9196,Vierge que je suis venue vous parler . Ah !,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9205,"! par exemple , ici je ne vous tiens pas",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9207,"exemple , ici je ne vous tiens pas quitte !",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9213,tiens pas quitte ! Et je voudrais bien savoir comment,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9218,"je voudrais bien savoir comment vous , poète , vous",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9220,"bien savoir comment vous , poète , vous pourriez faire",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9222,"comment vous , poète , vous pourriez faire pour ne",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9234,"aimer ? Au fond , vous l' aimez sans le",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9248,"plutôt : sans consentir à vous l' avouer , à",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9255,"avouer , à cause de votre orgueil . Non ,",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9269,ce qu' il faut que vous soyez cabochard ! …,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9325,"agités ? Ce rayon que vous admirez , qui tombe",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9353,"source et se reflète en votre cœur , c' est",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9375,"vent agite et qui pénètre votre cœur , c' est",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9433,", pas encore ; mais je sais bien que c'",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9442,"c' est elle , et mon amour pour elle ,",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9450,"elle , qui écartent de moi tout ce qui pourrait",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9455,moi tout ce qui pourrait me souiller … Allons !,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9481,c' est tout un . Vous me feriez tant de,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9482,est tout un . Vous me feriez tant de plaisir,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9506,"qu' elle admet que , moi , ce soit le",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9514,soit le petit Jésus que je préfère . Ah !,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9532,"en l' aimant , jamais je n' oublie qu' il",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9567,"Non , tenez , plus j' y pense , moins",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9572,"j' y pense , moins je comprends votre résistance .",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9580,"résistance . Et , si j' osais dire toute ma",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9584,si j' osais dire toute ma pensée … : là,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9592,": là - dedans , je vous trouve un peu",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9609,"autre chose , lui dis - je . * Je",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9613,dis - je . * Je reconnais que je me,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9616,. * Je reconnais que je me suis longtemps servi,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9632,sorte de dépotoir où verser mes concepts les plus imprécis,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9702,"qui vieillissait , c' est moi ) tous les attributs",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9708,) tous les attributs dont je l' avais revêtu naguère,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9737,par la réalité . Cessé - je de le penser,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9749,cessait d' être . Seule mon adoration le créait .,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9777,"jeu de glaces , où je cessai de m' amuser",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9783,cessai de m' amuser quand j' eus compris que j',male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9787,quand j' eus compris que j' en faisais seul tous,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9831,la nature … À présent je ne vois même plus,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9851,"de même , ce que j' appelais Dieu , jadis",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9877,"à ces appels qui , je le sais aujourd' hui",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9890,"que par et qu' en moi , tout ceci me",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9894,"en moi , tout ceci me paraît aujourd' hui ,",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9900,"paraît aujourd' hui , quand j' y songe , beaucoup",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_9917,"du monde , et que moi - même et que",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10043,"Les considérations ci - dessus m' engagent , m' ont",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10046,"- dessus m' engagent , m' ont toujours engagé ,",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10069,de l' histoire humaine . Je tiens ces derniers pour,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10155,"un Dieu qui , comprenant ma raison , la surpasse",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10162,", la surpasse , que ma raison ne peut nier",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10186,"davantage , que celle que vous Lui prêtez . Rien",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10223,Il faut partir . * Je crois plus facilement aux,male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10239,". Mais ce polythéisme , je suis bien forcé de",male
Gide-Andre_Les-nouvelles-nourritures_<me-273>_10295,"souvent les catholiques , et je parle des plus soumis",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10453,. Et le Christ ne m' est plus de rien,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10483,ou l' autre – mais je n' ai jamais pu,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10490,ai jamais pu décider lequel m' est le plus impossible,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10537,quoi ? Une borne où mon esprit se cogne .,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10651,à l' arrivée . * Je me passai fort bien,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10661,de certitude dès lors que j' acquis celle - ci,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10719,. C' est à quoi je travaillai de tout mon,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10723,quoi je travaillai de tout mon cœur . Je n',male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10726,de tout mon cœur . Je n' admettais point que,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10834,progrès … C' est pourquoi j' ai trouvé plus d',male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10849,dans les livres ; pourquoi j' ai trouvé dans les,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10875,. C' est inconsidérément que je plongeai dans cet océan,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10891,"y nager , de ne m' y sentir pas engloutir",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10923,c' est tout naturellement que je m' abandonnai . J',male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10927,que je m' abandonnai . J' avais bien entendu dire,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10940,"humaine est mauvaise , mais je souhaitais l' éprouver .",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10947,l' éprouver . Au demeurant je me sentais moins curieux,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10953,"me sentais moins curieux de moi que d' autrui ,",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10972,"une confusion charmante , et me précipitait hors de moi",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10976,et me précipitait hors de moi . La recherche d',male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10984,recherche d' une morale ne me paraissait pas très habile,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_10997,"possible , aussi longtemps que je ne savais point qui",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11002,je ne savais point qui j' étais . Cessant de,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11007,"j' étais . Cessant de me chercher , c' était",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11013,"chercher , c' était pour me retrouver dans l' amour",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11044,Eux seuls étaient capables de m' instruire . J' y,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11047,capables de m' instruire . J' y cédai . RENCONTRES,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11054,cédai . RENCONTRES OH ! me disait ce pauvre infirme,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11073,Pouvoir une fois enlacer de mes bras « qui que,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11082,"que ce soit pour qui je brûle » , ainsi",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11092,que dit Virgile … Il me semble qu' après avoir,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11101,"avoir connu cette joie , je me résignerais plus facilement",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11116,goûter d' autres ; que je me résignerais plus facilement,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11130,"Cette joie , malheureux ! lui dis - je ,",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11132,", malheureux ! lui dis - je , pour l'",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11142,"avoir une fois goûtée , tu ne la souhaiterais que",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11153,"davantage . Si poète que tu puisses être , l'",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11177,le souvenir . – Penses - tu me consoler ainsi,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11179,. – Penses - tu me consoler ainsi ? reprit,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11184,me consoler ainsi ? reprit - il . * Et,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11206,"joie , m' en suis - je soudain détourné comme",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11252,"ne pourrait plus en rien m' instruire , qu' il",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11300,. Mais du moins avais - je su bannir de,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11305,"- je su bannir de moi toutes réticences , pudeurs",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11337,retombement de la chair . J' étais tout habité par,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11347,le printemps intérieur dont ne me paraissaient que des échos,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11363,", et les floraisons que je rencontrais sur ma route",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11366,floraisons que je rencontrais sur ma route . J' ardais,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11369,rencontrais sur ma route . J' ardais si fort qu',male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11375,ardais si fort qu' il me semblait pouvoir communiquer à,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11382,pouvoir communiquer à tout autrui ma ferveur comme on donne,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11403,"en est qu' attisée , je secouais de moi toute",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11406,"attisée , je secouais de moi toute cendre . Dans",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11411,moi toute cendre . Dans mes regards riait un amour,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11420,"amour épars , éperdu . Je pensais : la bonté",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11434,irradiation du bonheur ; et mon cœur se donnait à,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11467,", ni satiété , que je sentis venir avec l'",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11480,", souvent , escomptant sur mes lèvres avides l' épuisement",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11492,"du plaisir , la possession me paraissait de moindre prix",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11501,prix que la poursuite et j' en venais de plus,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11535,"de l' amour . RENCONTRES J' ALLAI le voir ,",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11572,à ce point changé que je le reconnus à peine,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11593,"; plus du tout , me dit - il .",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11680,"laissait paraître sa maigreur . Je tâchai de sourire ,",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11687,"de sourire , pour dissimuler ma tristesse . – De",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11709,"te remettre , lui dis - je . Mais tu",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11786,sourire tira ses traits et je compris qu' il n',male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11808,"voici le printemps , ajoutai - je vite , en",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11814,"je vite , en détournant mon visage vers la fenêtre",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11825,"car des larmes , que je voulais lui cacher ,",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11831,"voulais lui cacher , emplissaient mes yeux . Tu vas",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11989,de me laisser aller … Tu regardes mes livres ?,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_11999,"… Oui , ce sont tes Nourritures terrestres . Ce",male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_12011,ne me quitte pas . Tu ne peux pas savoir,male
Gide-Andre_Les-nouvelles-nourritures_<m'-326>_12097,minute qui passe : « Tu es si belle !,male
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7500,"Cherchez , cherchez . Cependant vous n' agirez point .",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7577,m' écarte pas moins de votre credo que de l',neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7650,seulement je ne puis voir votre Dieu dans tout cela,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7777,pas avec elles . – Je ne vois pas en,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7790,distingue du Spinozisme . – Je ne tiens pas à,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7800,l' en distinguer . Déjà je citais Gœthe qui reconnaissait,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7831,". Certains esprits , auxquels je me rattache et m'",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7835,"auxquels je me rattache et m' apparente , j' ai",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7838,"rattache et m' apparente , j' ai la joie de",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7848,les pouvoir vénérer autant que vous vénérez les « pères,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7856,"« pères » mêmes de votre Église . Mais ,",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7863,". Mais , tandis que votre tradition se reporte à",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7892,", non seulement laisse à ma pensée sa vertu ,",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7902,"mais l' encourage , et m' engage à n' accepter",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7911,accepter rien pour vrai que je ne l' aie vérifié,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7916,je ne l' aie vérifié moi - même tout d',neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7956,"et même craintive , mais répugne à cette fausse modestie",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7993,"ON a beaucoup parlé de moi ces derniers temps ,",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_7998,"moi ces derniers temps , m' a dit Dieu .",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8004,a dit Dieu . Il me revient ici des tas,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8022,"peu gênant . Oui , je sais , je suis",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8025,"Oui , je sais , je suis à la mode",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8039,"que l' on dit de moi , le plus souvent",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8045,", le plus souvent ne me plaît guère ; et",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8054,et même il arrive que je ne le comprenne pas,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8064,"du tout . Mais , tenez ! vous qui êtes",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8090,? ) vous devriez bien me dire de qui est,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8106,"parmi tant d' insanités , m' a plu : «",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8131,"est de moi , dis - je en rougissant .",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8155,"qui , depuis ce moment me tutoie . Certains voudraient",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8162,. Certains voudraient toujours que j' intervienne et dérange pour,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8241,"dans le pétrin , dis - je . – Qu'",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8279,"soit dit , cela ne m' a pas donné si",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8299,"est né , comme malgré moi , des quelques données",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8317,", en se développant , m' explique mieux à moi",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8321,", m' explique mieux à moi - même que toutes",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8333,"des théologues . Diffus dans ma création , tout à",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8341,"tout à la fois , je m' y dissimule et",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8351,"m' y perds , et je m' y retrouve sans",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8361,"cesse , au point que je me confonds avec elle",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8367,"me confonds avec elle et doute si , sans elle",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8373,"si , sans elle , j' existerais vraiment ; je",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8377,", j' existerais vraiment ; je m' y prouve à",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8382,je m' y prouve à moi - même mes propres,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8385,prouve à moi - même mes propres possibilités . Mais,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8497,sur ce sensible miroir que ma création tout entière infléchie,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8509,"et s' émeut … – Je dois t' avouer ,",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8511,"émeut … – Je dois t' avouer , me dit",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8514,"Je dois t' avouer , me dit - il encore",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8516,"t' avouer , me dit - il encore , que",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8521,"- il encore , que je suis grandement déçu par",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8537,"qui se disent le plus mes enfants , sous prétexte",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8543,"enfants , sous prétexte de m' adorer mieux , tournent",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8554,dos à tout ce que j' ai préparé pour eux,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8568,"Oui , ceux précisément qui me nomment leur père ,",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8579,peuvent - ils supposer que je puisse me plaire à,neutral
